CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,Dependent_count_t,Months_Inactive_12_mon_t,Contacts_Count_12_mon_t,Total_Revolving_Bal_t,Total_Amt_Chng_Q4_Q1_t,Total_Ct_Chng_Q4_Q1_t,Avg_Utilization_Ratio_t,Education_Level_t,Marital_Status_t,Income_Category_t
5986,772268058,Existing Customer,46,F,4,Uneducated,Single,Less than $40K,Blue,35,5,2,3,2722.0,1473,1249.0,0.737,3129,69,0.683,0.541,0.00020643,0.99979,4.0,2.0,3.0,1473.0,0.737,0.683,0.541,Uneducated,Single,Less than $40K
5987,708870408,Existing Customer,53,M,4,Unknown,Single,Less than $40K,Blue,43,6,3,1,3844.0,2079,1765.0,0.755,4271,56,0.806,0.541,0.00012505,0.99987,4.0,3.0,1.0,2079.0,0.755,0.806,0.541,others,Single,Less than $40K
5988,713081583,Existing Customer,51,F,4,Unknown,Married,Less than $40K,Blue,32,2,2,3,2350.0,1272,1078.0,0.873,4647,86,0.911,0.541,0.00022068,0.99978,4.0,2.0,3.0,1272.0,0.873,0.911,0.541,others,Married,Less than $40K
5989,711397533,Existing Customer,52,F,2,High School,Married,Less than $40K,Blue,41,4,2,2,5616.0,2410,3206.0,0.962,3410,62,0.59,0.429,0.00011065,0.99989,2.0,2.0,2.0,2410.0,0.962,0.59,0.429,High School,Married,Less than $40K
5990,719243808,Existing Customer,33,F,1,Graduate,Married,Less than $40K,Blue,20,3,2,4,3792.0,1625,2167.0,0.618,1888,39,0.625,0.429,0.00030653,0.99969,1.0,2.0,4.0,1625.0,0.618,0.625,0.429,Graduate,Married,Less than $40K
5991,771420708,Existing Customer,42,F,4,Unknown,Single,Less than $40K,Blue,30,3,2,1,1446.0,621,825.0,0.826,4860,68,0.7,0.429,7.9128e-05,0.99992,4.0,2.0,1.0,621.0,0.826,0.7,0.429,others,Single,Less than $40K
5992,778965183,Existing Customer,47,F,3,Uneducated,Divorced,$40K - $60K,Blue,30,5,3,2,5869.0,2517,3352.0,0.505,4166,85,0.809,0.429,0.00019191,0.99981,3.0,3.0,2.0,2517.0,0.505,0.809,0.429,Uneducated,Divorced,$40K - $60K
5993,714047733,Existing Customer,53,F,3,Graduate,Single,$40K - $60K,Blue,45,2,2,1,4942.0,2119,2823.0,0.718,7460,85,0.604,0.429,7.1226e-05,0.99993,3.0,2.0,1.0,2119.0,0.718,0.604,0.429,Graduate,Single,$40K - $60K
5994,711041508,Existing Customer,37,F,1,High School,Married,$40K - $60K,Blue,25,4,3,4,5865.0,2517,3348.0,1.348,2623,47,1.35,0.429,0.00047086,0.99953,1.0,3.0,4.0,2517.0,1.348,1.35,0.429,High School,Married,$40K - $60K
5995,714862083,Existing Customer,41,F,4,Uneducated,Single,Unknown,Blue,33,6,4,3,5802.0,2490,3312.0,0.849,3386,53,1.038,0.429,0.00039421,0.99961,4.0,4.0,3.0,2490.0,0.849,1.038,0.429,Uneducated,Single,others
5996,713348433,Existing Customer,42,F,3,High School,Single,$40K - $60K,Blue,29,6,3,2,1545.0,751,794.0,0.551,4477,62,0.59,0.486,0.00018145,0.99982,3.0,3.0,2.0,751.0,0.551,0.59,0.486,High School,Single,$40K - $60K
5997,789008508,Existing Customer,44,M,4,College,Married,$80K - $120K,Blue,31,2,1,1,3472.0,1687,1785.0,0.645,13999,119,0.725,0.486,3.3866e-05,0.99997,4.0,1.0,1.0,1687.0,0.645,0.725,0.486,College,Married,$80K - $120K
5998,717405408,Existing Customer,31,F,0,Post-Graduate,Single,Unknown,Blue,18,3,2,0,3934.0,1911,2023.0,0.723,4143,82,0.864,0.486,4.2395e-05,0.99996,2.0,2.0,2.0,1911.0,0.723,0.864,0.486,Post-Graduate,Single,others
5999,708897408,Existing Customer,46,M,3,College,Single,$60K - $80K,Blue,36,4,2,3,1621.0,787,834.0,0.551,4719,73,0.738,0.486,0.00019313,0.99981,3.0,2.0,3.0,787.0,0.551,0.738,0.486,College,Single,$60K - $80K
6000,709810458,Existing Customer,56,F,0,Unknown,Single,Less than $40K,Blue,44,3,2,0,1579.0,768,811.0,0.888,4241,72,0.946,0.486,3.9603e-05,0.99996,2.0,2.0,2.0,768.0,0.888,0.946,0.486,others,Single,Less than $40K
6001,822948708,Existing Customer,42,F,3,Uneducated,Divorced,Less than $40K,Blue,38,5,2,2,3131.0,849,2282.0,0.992,3108,62,0.59,0.271,0.00012144,0.99988,3.0,2.0,2.0,849.0,0.992,0.59,0.271,Uneducated,Divorced,Less than $40K
6002,717073308,Existing Customer,44,F,3,College,Married,Less than $40K,Blue,31,5,6,2,2679.0,727,1952.0,0.894,4804,78,0.814,0.271,0.00014325,0.99986,3.0,6.0,2.0,727.0,0.894,0.814,0.271,College,Married,Less than $40K
6003,710801133,Existing Customer,34,M,2,Uneducated,Married,$60K - $80K,Blue,36,6,1,2,8581.0,2326,6255.0,1.226,2513,63,0.615,0.271,5.663e-05,0.99994,2.0,1.0,2.0,2326.0,1.226,0.615,0.271,Uneducated,Married,$60K - $80K
6004,716675358,Existing Customer,54,F,1,College,Single,Less than $40K,Blue,41,5,2,2,3478.0,941,2537.0,0.711,4607,83,0.93,0.271,0.00010387,0.9999,1.0,2.0,2.0,941.0,0.711,0.93,0.271,College,Single,Less than $40K
6005,719154483,Existing Customer,53,M,2,High School,Divorced,$60K - $80K,Blue,36,5,3,2,7753.0,2100,5653.0,0.839,991,26,0.733,0.271,0.00017486,0.99983,2.0,3.0,2.0,2100.0,0.839,0.733,0.271,High School,Divorced,$60K - $80K
6006,720656883,Existing Customer,50,F,3,Graduate,Single,Less than $40K,Blue,40,3,3,1,1848.0,501,1347.0,0.653,4600,69,0.683,0.271,0.00011256,0.99989,3.0,3.0,1.0,501.0,0.653,0.683,0.271,Graduate,Single,Less than $40K
6007,789151983,Existing Customer,43,F,4,Graduate,Unknown,$40K - $60K,Blue,31,2,3,3,4091.0,1108,2983.0,0.774,5244,87,0.706,0.271,0.00031726,0.99968,4.0,3.0,3.0,1108.0,0.774,0.706,0.271,Graduate,others,$40K - $60K
6008,816594183,Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,53,6,2,3,2019.0,1380,639.0,1.158,2005,62,0.59,0.684,0.00019683,0.9998,2.0,2.0,3.0,1380.0,1.158,0.59,0.684,Uneducated,Married,$40K - $60K
6009,771854808,Existing Customer,45,M,4,Graduate,Married,$60K - $80K,Blue,34,6,2,3,2731.0,1868,863.0,0.533,3915,66,0.65,0.684,0.00020077,0.9998,4.0,2.0,3.0,1868.0,0.533,0.65,0.684,Graduate,Married,$60K - $80K
6010,720016308,Existing Customer,62,F,1,Unknown,Single,Less than $40K,Blue,54,4,2,2,1927.0,1319,608.0,0.672,4199,77,0.75,0.684,0.00011743,0.99988,1.0,2.0,2.0,1319.0,0.672,0.75,0.684,others,Single,Less than $40K
6011,789267633,Existing Customer,54,F,2,College,Married,Less than $40K,Blue,43,3,4,1,2573.0,1760,813.0,0.676,4404,93,0.824,0.684,0.00012746,0.99987,2.0,4.0,1.0,1760.0,0.676,0.824,0.684,College,Married,Less than $40K
6012,710532258,Existing Customer,48,F,3,High School,Divorced,Less than $40K,Blue,36,1,1,1,2185.0,1495,690.0,0.924,4906,83,0.804,0.684,3.3505e-05,0.99997,3.0,1.0,1.0,1495.0,0.924,0.804,0.684,High School,Divorced,Less than $40K
6013,823615983,Attrited Customer,54,M,2,Uneducated,Single,$40K - $60K,Blue,50,2,1,3,3682.0,2517,1165.0,0.379,1642,35,0.25,0.684,0.98961,0.01039,2.0,1.0,3.0,2517.0,0.379,0.25,0.684,Uneducated,Single,$40K - $60K
6014,719524383,Existing Customer,35,F,3,Graduate,Single,$40K - $60K,Blue,22,3,1,3,2441.0,1670,771.0,0.697,4105,73,0.553,0.684,9.6126e-05,0.9999,3.0,1.0,3.0,1670.0,0.697,0.553,0.684,Graduate,Single,$40K - $60K
6015,710370483,Existing Customer,39,F,4,College,Married,Less than $40K,Blue,31,4,3,3,1888.0,1292,596.0,0.772,1517,33,1.357,0.684,0.00030845,0.99969,4.0,3.0,3.0,1292.0,0.772,1.357,0.684,College,Married,Less than $40K
6016,795795408,Existing Customer,53,M,2,Uneducated,Married,$40K - $60K,Blue,47,3,1,3,5579.0,1423,4156.0,0.503,1514,47,1.136,0.255,9.5249e-05,0.9999,2.0,1.0,3.0,1423.0,0.503,1.136,0.255,Uneducated,Married,$40K - $60K
6017,758168133,Existing Customer,50,F,0,High School,Married,$40K - $60K,Blue,43,2,3,1,4154.0,1060,3094.0,0.544,4325,86,0.72,0.255,9.0493e-05,0.99991,2.0,3.0,1.0,1060.0,0.544,0.72,0.255,High School,Married,$40K - $60K
6018,716689383,Existing Customer,39,F,2,Graduate,Married,$40K - $60K,Blue,26,4,1,1,3649.0,929,2720.0,0.633,3964,77,0.75,0.255,3.3214e-05,0.99997,2.0,1.0,1.0,929.0,0.633,0.75,0.255,Graduate,Married,$40K - $60K
6019,794682483,Existing Customer,43,F,3,Post-Graduate,Unknown,Less than $40K,Blue,23,5,3,3,4284.0,1094,3190.0,0.63,3095,64,0.524,0.255,0.00036935,0.99963,3.0,3.0,3.0,1094.0,0.63,0.524,0.255,Post-Graduate,others,Less than $40K
6020,797238108,Existing Customer,49,F,4,Unknown,Divorced,Less than $40K,Blue,43,5,1,2,3232.0,824,2408.0,0.796,3915,74,0.644,0.255,6.3492e-05,0.99994,4.0,1.0,2.0,824.0,0.796,0.644,0.255,others,Divorced,Less than $40K
6021,756371058,Existing Customer,58,F,1,Unknown,Married,Less than $40K,Blue,40,1,2,3,3944.0,1006,2938.0,0.782,15315,124,0.851,0.255,0.00019751,0.9998,1.0,2.0,3.0,1006.0,0.782,0.851,0.255,others,Married,Less than $40K
6022,712899333,Existing Customer,47,F,4,College,Single,Less than $40K,Blue,37,6,2,2,4256.0,1084,3172.0,0.63,1100,29,0.381,0.255,0.00011605,0.99988,4.0,2.0,2.0,1084.0,0.63,0.381,0.255,College,Single,Less than $40K
6023,716458983,Existing Customer,60,M,0,High School,Married,$40K - $60K,Blue,36,5,1,3,3281.0,837,2444.0,1.859,1424,29,1.417,0.255,7.7279e-05,0.99992,2.0,1.0,3.0,837.0,1.859,1.417,0.255,High School,Married,$40K - $60K
6024,807523008,Existing Customer,37,M,1,Graduate,Single,Unknown,Blue,32,4,1,3,4397.0,2007,2390.0,0.892,2473,47,1.136,0.456,8.6952e-05,0.99991,1.0,1.0,3.0,2007.0,0.892,1.136,0.456,Graduate,Single,others
6025,717287883,Existing Customer,57,M,3,Graduate,Married,$80K - $120K,Blue,46,6,2,3,5516.0,2517,2999.0,0.473,1532,24,0.5,0.456,0.00019864,0.9998,3.0,2.0,3.0,2517.0,0.473,0.5,0.456,Graduate,Married,$80K - $120K
6026,715440558,Existing Customer,50,F,1,Graduate,Married,Less than $40K,Blue,36,3,1,2,4143.0,1888,2255.0,0.561,3940,74,0.805,0.456,5.1697e-05,0.99995,1.0,1.0,2.0,1888.0,0.561,0.805,0.456,Graduate,Married,Less than $40K
6027,756383283,Existing Customer,38,F,3,College,Married,Less than $40K,Blue,31,3,1,3,5523.0,2517,3006.0,0.72,4170,80,0.739,0.456,9.3457e-05,0.99991,3.0,1.0,3.0,2517.0,0.72,0.739,0.456,College,Married,Less than $40K
6028,717958833,Existing Customer,46,M,4,Graduate,Married,$60K - $80K,Blue,35,5,1,2,1535.0,700,835.0,2.282,1848,25,1.083,0.456,5.7762e-05,0.99994,4.0,1.0,2.0,700.0,2.282,1.083,0.456,Graduate,Married,$60K - $80K
6029,717656433,Existing Customer,50,F,2,Graduate,Single,Less than $40K,Blue,40,1,2,2,2167.0,988,1179.0,0.619,7199,83,0.729,0.456,0.00011382,0.99989,2.0,2.0,2.0,988.0,0.619,0.729,0.456,Graduate,Single,Less than $40K
6030,771108933,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,34,5,3,4,1926.0,879,1047.0,0.536,4385,71,0.614,0.456,0.00054115,0.99946,4.0,3.0,4.0,879.0,0.536,0.614,0.456,Graduate,Married,Less than $40K
6031,813967983,Existing Customer,44,F,2,College,Married,$40K - $60K,Blue,39,4,1,2,1701.0,775,926.0,0.847,4471,71,0.614,0.456,5.3547e-05,0.99995,2.0,1.0,2.0,775.0,0.847,0.614,0.456,College,Married,$40K - $60K
6032,779713608,Existing Customer,52,M,2,High School,Married,$120K +,Blue,36,5,1,2,2981.0,1358,1623.0,1.242,1648,30,1.5,0.456,5.3542e-05,0.99995,2.0,1.0,2.0,1358.0,1.242,1.5,0.456,High School,Married,$120K +
6033,708347583,Existing Customer,37,F,4,Uneducated,Married,Less than $40K,Blue,36,4,1,4,2509.0,1144,1365.0,0.692,1804,38,0.583,0.456,0.00017042,0.99983,4.0,1.0,4.0,1144.0,0.692,0.583,0.456,Uneducated,Married,Less than $40K
6034,717783483,Existing Customer,47,F,5,Post-Graduate,Divorced,Less than $40K,Blue,30,4,1,2,5016.0,2286,2730.0,0.669,17038,122,0.649,0.456,6.6908e-05,0.99993,5.0,1.0,2.0,2286.0,0.669,0.649,0.456,Post-Graduate,Divorced,Less than $40K
6035,720600858,Existing Customer,41,M,4,Graduate,Married,$60K - $80K,Blue,26,5,2,2,5633.0,1395,4238.0,0.542,3695,75,0.63,0.248,0.00011937,0.99988,4.0,2.0,2.0,1395.0,0.542,0.63,0.248,Graduate,Married,$60K - $80K
6036,716004258,Existing Customer,45,M,4,High School,Single,$60K - $80K,Blue,35,1,1,3,8449.0,2092,6357.0,0.709,17634,120,0.667,0.248,9.4447e-05,0.99991,4.0,1.0,3.0,2092.0,0.709,0.667,0.248,High School,Single,$60K - $80K
6037,717004533,Existing Customer,35,F,3,High School,Married,Less than $40K,Blue,36,2,3,0,4790.0,1189,3601.0,0.698,4544,81,0.929,0.248,6.6935e-05,0.99993,3.0,3.0,2.0,1189.0,0.698,0.929,0.248,High School,Married,Less than $40K
6038,784819758,Existing Customer,54,F,1,Graduate,Single,Unknown,Blue,48,1,1,2,8572.0,2128,6444.0,0.821,7850,94,0.516,0.248,5.1697e-05,0.99995,1.0,1.0,2.0,2128.0,0.821,0.516,0.248,Graduate,Single,others
6039,788107683,Existing Customer,35,M,4,High School,Married,$40K - $60K,Blue,27,6,2,3,5325.0,1318,4007.0,1.045,1814,43,0.593,0.248,0.00019517,0.9998,4.0,2.0,3.0,1318.0,1.045,0.593,0.248,High School,Married,$40K - $60K
6040,788465583,Existing Customer,42,F,3,College,Single,$40K - $60K,Blue,35,2,3,3,6330.0,1573,4757.0,0.899,3029,52,0.733,0.248,0.00030519,0.99969,3.0,3.0,3.0,1573.0,0.899,0.733,0.248,College,Single,$40K - $60K
6041,715253433,Existing Customer,48,M,4,Unknown,Single,$80K - $120K,Blue,38,5,2,3,5543.0,1372,4171.0,0.744,5266,79,0.795,0.248,0.00022068,0.99978,4.0,2.0,3.0,1372.0,0.744,0.795,0.248,others,Single,$80K - $120K
6042,714006333,Attrited Customer,42,F,4,Graduate,Married,Less than $40K,Blue,36,5,2,3,2128.0,528,1600.0,0.525,2289,41,0.414,0.248,0.99504,0.00495524,4.0,2.0,3.0,528.0,0.525,0.414,0.248,Graduate,Married,Less than $40K
6043,716022258,Attrited Customer,51,F,3,College,Single,Less than $40K,Blue,36,3,3,3,8960.0,2222,6738.0,0.382,1853,40,0.333,0.248,0.99674,0.00326498,3.0,3.0,3.0,2222.0,0.382,0.333,0.248,College,Single,Less than $40K
6044,718819158,Existing Customer,54,F,3,Uneducated,Single,$40K - $60K,Blue,41,3,1,3,2488.0,2196,292.0,0.733,4361,75,0.63,0.883,9.8837e-05,0.9999,3.0,1.0,3.0,2196.0,0.733,0.63,0.883,Uneducated,Single,$40K - $60K
6045,789240258,Existing Customer,50,F,2,Uneducated,Single,$40K - $60K,Blue,35,4,3,1,2784.0,2458,326.0,0.798,4904,81,0.8,0.883,0.00011153,0.99989,2.0,3.0,1.0,2458.0,0.798,0.8,0.883,Uneducated,Single,$40K - $60K
6046,719046558,Existing Customer,39,M,2,Graduate,Married,$60K - $80K,Blue,36,6,3,3,1982.0,1751,231.0,0.843,4313,62,0.676,0.883,0.00030251,0.9997,2.0,3.0,3.0,1751.0,0.843,0.676,0.883,Graduate,Married,$60K - $80K
6047,708399858,Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,35,2,2,1,2548.0,2250,298.0,0.581,4747,77,0.791,0.883,6.9242e-05,0.99993,3.0,2.0,1.0,2250.0,0.581,0.791,0.883,High School,Married,Less than $40K
6048,711515433,Existing Customer,55,F,2,Unknown,Single,Less than $40K,Blue,36,3,1,2,2850.0,2517,333.0,0.625,4320,85,0.735,0.883,6.054e-05,0.99994,2.0,1.0,2.0,2517.0,0.625,0.735,0.883,others,Single,Less than $40K
6049,716096358,Existing Customer,45,F,3,Uneducated,Single,Less than $40K,Blue,39,5,4,1,2551.0,2253,298.0,0.688,3753,63,0.909,0.883,0.00013987,0.99986,3.0,4.0,1.0,2253.0,0.688,0.909,0.883,Uneducated,Single,Less than $40K
6050,718433508,Existing Customer,40,F,3,Uneducated,Unknown,Less than $40K,Blue,30,2,5,2,2481.0,2119,362.0,0.801,8097,88,0.63,0.854,0.00021435,0.99979,3.0,5.0,2.0,2119.0,0.801,0.63,0.854,Uneducated,others,Less than $40K
6051,709762908,Existing Customer,52,F,1,Uneducated,Married,Unknown,Blue,40,2,2,1,1438.3,1228,210.3,0.659,4991,78,0.902,0.854,6.6245e-05,0.99993,1.0,2.0,1.0,1228.0,0.659,0.902,0.854,Uneducated,Married,others
6052,713597658,Attrited Customer,36,F,3,Uneducated,Single,Less than $40K,Blue,22,3,3,1,2784.0,2378,406.0,0.525,2021,57,0.676,0.854,0.99143,0.00857,3.0,3.0,1.0,2378.0,0.525,0.676,0.854,Uneducated,Single,Less than $40K
6053,714947883,Existing Customer,59,M,1,Graduate,Married,$40K - $60K,Blue,36,6,2,2,2300.0,1965,335.0,0.596,1693,27,0.688,0.854,0.00010684,0.99989,1.0,2.0,2.0,1965.0,0.596,0.688,0.854,Graduate,Married,$40K - $60K
6054,789248958,Existing Customer,37,F,2,High School,Married,$40K - $60K,Blue,26,3,2,3,2946.0,2517,429.0,0.841,5259,89,0.78,0.854,0.0001861,0.99981,2.0,2.0,3.0,2517.0,0.841,0.78,0.854,High School,Married,$40K - $60K
6055,817144458,Existing Customer,32,F,2,Graduate,Single,Less than $40K,Blue,17,5,1,2,1438.3,1228,210.3,1.132,2580,67,0.971,0.854,5.5077e-05,0.99994,2.0,1.0,2.0,1228.0,1.132,0.971,0.854,Graduate,Single,Less than $40K
6056,711225933,Existing Customer,28,M,1,High School,Divorced,Less than $40K,Blue,36,5,3,4,2265.0,1935,330.0,0.653,2306,61,0.525,0.854,0.00047086,0.99953,1.0,3.0,4.0,1935.0,0.653,0.525,0.854,High School,Divorced,Less than $40K
6057,717830583,Existing Customer,41,M,2,Graduate,Married,$80K - $120K,Blue,36,6,3,3,9133.0,2140,6993.0,0.649,4101,88,0.63,0.234,0.00030251,0.9997,2.0,3.0,3.0,2140.0,0.649,0.63,0.234,Graduate,Married,$80K - $120K
6058,713907633,Existing Customer,43,M,3,College,Unknown,$60K - $80K,Blue,36,2,1,2,5397.0,1265,4132.0,0.676,7791,84,0.615,0.234,5.5564e-05,0.99994,3.0,1.0,2.0,1265.0,0.676,0.615,0.234,College,others,$60K - $80K
6059,752085108,Existing Customer,39,F,2,Graduate,Married,$40K - $60K,Blue,29,3,5,2,4955.0,1157,3798.0,0.896,1824,38,0.727,0.234,0.0002009,0.9998,2.0,5.0,2.0,1157.0,0.896,0.727,0.234,Graduate,Married,$40K - $60K
6060,772569033,Existing Customer,44,M,0,High School,Divorced,$80K - $120K,Blue,34,5,2,2,5293.0,1236,4057.0,0.848,4572,90,0.8,0.234,9.4951e-05,0.99991,2.0,2.0,2.0,1236.0,0.848,0.8,0.234,High School,Divorced,$80K - $120K
6061,717813558,Attrited Customer,57,F,3,High School,Single,Unknown,Blue,36,1,4,2,8389.0,1960,6429.0,0.384,1334,38,0.407,0.234,0.99546,0.00453868,3.0,4.0,2.0,1960.0,0.384,0.407,0.234,High School,Single,others
6062,817029108,Existing Customer,47,F,4,Post-Graduate,Single,$40K - $60K,Blue,27,4,6,3,6885.0,1611,5274.0,0.955,3804,67,0.861,0.234,0.00029469,0.99971,4.0,6.0,3.0,1611.0,0.955,0.861,0.234,Post-Graduate,Single,$40K - $60K
6063,715742658,Existing Customer,41,F,3,Graduate,Unknown,Less than $40K,Blue,13,1,3,2,6077.0,1421,4656.0,0.739,12489,97,0.764,0.234,0.00018665,0.99981,3.0,3.0,2.0,1421.0,0.739,0.764,0.234,Graduate,others,Less than $40K
6064,789175683,Existing Customer,49,F,2,College,Married,Less than $40K,Silver,38,2,3,2,10741.0,2517,8224.0,1.087,8352,71,0.821,0.234,0.00015801,0.99984,2.0,3.0,2.0,2517.0,1.087,0.821,0.234,College,Married,Less than $40K
6065,792995808,Existing Customer,57,F,3,Post-Graduate,Single,$40K - $60K,Blue,51,5,4,5,7226.0,1689,5537.0,0.83,3474,67,0.763,0.234,0.0013166,0.99868,3.0,4.0,5.0,1689.0,0.83,0.763,0.234,Post-Graduate,Single,$40K - $60K
6066,709839858,Existing Customer,58,F,2,Graduate,Married,Less than $40K,Blue,39,3,4,3,4608.0,1077,3531.0,0.694,1535,31,0.632,0.234,0.00036558,0.99963,2.0,4.0,3.0,1077.0,0.694,0.632,0.234,Graduate,Married,Less than $40K
6067,778782858,Existing Customer,60,M,1,Graduate,Single,Less than $40K,Blue,48,5,3,3,3980.0,930,3050.0,0.72,4449,82,0.608,0.234,0.00028395,0.99972,1.0,3.0,3.0,930.0,0.72,0.608,0.234,Graduate,Single,Less than $40K
6068,721306908,Existing Customer,61,F,1,Graduate,Single,Unknown,Blue,44,4,3,2,2303.0,540,1763.0,0.57,3440,46,0.704,0.234,0.00016883,0.99983,1.0,3.0,2.0,540.0,0.57,0.704,0.234,Graduate,Single,others
6069,790225758,Existing Customer,41,M,2,College,Single,$80K - $120K,Blue,35,6,3,3,2647.0,620,2027.0,0.664,2262,47,0.424,0.234,0.00029411,0.99971,2.0,3.0,3.0,620.0,0.664,0.424,0.234,College,Single,$80K - $120K
6070,709326183,Existing Customer,50,M,2,High School,Single,$60K - $80K,Blue,40,6,2,2,5180.0,1211,3969.0,0.809,3447,74,0.85,0.234,0.00011065,0.99989,2.0,2.0,2.0,1211.0,0.809,0.85,0.234,High School,Single,$60K - $80K
6071,717477783,Attrited Customer,49,F,4,Unknown,Single,Less than $40K,Silver,37,1,2,2,10195.0,2389,7806.0,0.427,1563,36,0.44,0.234,0.99164,0.00836,4.0,2.0,2.0,2389.0,0.427,0.44,0.234,others,Single,Less than $40K
6072,825753258,Existing Customer,47,M,4,Uneducated,Married,$60K - $80K,Blue,43,4,3,1,6519.0,1525,4994.0,0.874,4495,81,1.025,0.234,0.00011697,0.99988,4.0,3.0,1.0,1525.0,0.874,1.025,0.234,Uneducated,Married,$60K - $80K
6073,719963433,Existing Customer,37,F,3,Unknown,Single,Unknown,Blue,29,3,2,2,8318.0,1945,6373.0,1.487,3676,77,1.139,0.234,0.00012982,0.99987,3.0,2.0,2.0,1945.0,1.487,1.139,0.234,others,Single,others
6074,719836083,Existing Customer,54,M,4,Unknown,Married,$60K - $80K,Blue,36,3,4,2,7477.0,1752,5725.0,0.294,1543,34,0.172,0.234,0.00025058,0.99975,4.0,4.0,2.0,1752.0,0.294,0.172,0.234,others,Married,$60K - $80K
6075,712258308,Existing Customer,58,F,4,High School,Single,Less than $40K,Blue,39,3,1,3,2755.0,1483,1272.0,0.806,4394,75,0.63,0.538,9.4447e-05,0.99991,4.0,1.0,3.0,1483.0,0.806,0.63,0.538,High School,Single,Less than $40K
6076,708367908,Existing Customer,56,F,1,Uneducated,Married,Less than $40K,Blue,47,6,1,2,3022.0,1627,1395.0,0.835,4390,82,0.783,0.538,5.3155e-05,0.99995,1.0,1.0,2.0,1627.0,0.835,0.783,0.538,Uneducated,Married,Less than $40K
6077,716680983,Existing Customer,41,F,3,Doctorate,Married,Less than $40K,Blue,36,3,1,1,1956.0,1053,903.0,0.941,4924,70,0.795,0.538,4.9875e-05,0.99995,3.0,1.0,1.0,1053.0,0.941,0.795,0.538,Doctorate,Married,Less than $40K
6078,711724083,Attrited Customer,27,F,0,Unknown,Single,Less than $40K,Blue,16,6,1,3,1835.0,1647,188.0,0.513,1903,44,0.63,0.898,0.98869,0.01131,2.0,1.0,3.0,1647.0,0.513,0.63,0.898,others,Single,Less than $40K
6079,715071483,Existing Customer,60,F,1,Uneducated,Divorced,$40K - $60K,Blue,52,4,2,3,2802.0,2517,285.0,0.664,4392,81,0.723,0.898,0.00018475,0.99982,1.0,2.0,3.0,2517.0,0.664,0.723,0.898,Uneducated,Divorced,$40K - $60K
6080,792795933,Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,30,5,6,2,2669.0,2397,272.0,0.807,3847,65,0.585,0.898,0.00013328,0.99987,1.0,6.0,2.0,2397.0,0.807,0.585,0.898,Graduate,Single,Less than $40K
6081,715516458,Attrited Customer,42,F,1,High School,Married,$40K - $60K,Blue,36,5,3,2,2705.0,2430,275.0,0.698,2602,43,0.433,0.898,0.99395,0.00605,1.0,3.0,2.0,2430.0,0.698,0.433,0.898,High School,Married,$40K - $60K
6082,719534058,Existing Customer,26,F,0,Graduate,Unknown,Less than $40K,Blue,14,3,2,1,2163.0,1942,221.0,0.582,4380,57,0.781,0.898,5.8902e-05,0.99994,2.0,2.0,1.0,1942.0,0.582,0.781,0.898,Graduate,others,Less than $40K
6083,711949683,Attrited Customer,55,F,2,College,Divorced,$40K - $60K,Blue,36,6,2,3,4410.0,2517,1893.0,0.53,1883,44,0.63,0.571,0.99466,0.00534,2.0,2.0,3.0,2517.0,0.53,0.63,0.571,College,Divorced,$40K - $60K
6084,720007383,Attrited Customer,41,F,2,Unknown,Single,Unknown,Blue,28,2,1,3,4411.0,2517,1894.0,0.988,803,15,0.875,0.571,0.99028,0.00972,2.0,1.0,3.0,2517.0,0.988,0.875,0.571,others,Single,others
6085,735417408,Existing Customer,37,M,2,High School,Married,$60K - $80K,Blue,30,4,1,2,2218.0,1266,952.0,0.709,1941,58,0.568,0.571,5.3542e-05,0.99995,2.0,1.0,2.0,1266.0,0.709,0.568,0.571,High School,Married,$60K - $80K
6086,780114558,Existing Customer,50,M,1,High School,Married,Less than $40K,Blue,35,2,1,3,3968.0,2264,1704.0,1.098,12535,118,0.815,0.571,8.453e-05,0.99992,1.0,1.0,3.0,2264.0,1.098,0.815,0.571,High School,Married,Less than $40K
6087,753208833,Existing Customer,43,F,5,Uneducated,Married,$40K - $60K,Blue,36,5,3,2,2311.0,1320,991.0,0.658,3967,71,0.69,0.571,0.00019094,0.99981,5.0,3.0,2.0,1320.0,0.658,0.69,0.571,Uneducated,Married,$40K - $60K
